Name,Type,Nation,Epoch
"Lockheed Model 10/12/14/18/C-60 Electra/Lodestar","Transport","Испания (националисты)","World War II"
"Messerschmitt Me.321/323 Gigant","Transport","Германия (нацисты)","World War II"
"Mitsubishi Ki-57 Topsy","Transport","Китай (КНР)","World War II"
"Nakajima Ki-34/L1N Thora","Transport","Китай (Маньчжоу-Го)","World War II"
"Noorduyn C-64 Norseman","Transport","Бразилия","World War II"
"PZL P.44 Wicher","Transport","LOT","World War II"
"Savoia Marchetti SM.75/SM.76 Marsupiale","Transport","Венгрия","World War II"
"Savoia Marchetti SM.82 Canguru","Transport","Германия (нацисты)","World War II"
"Tachikawa Ki-54 Hickory","Transport","Китай (рев.)","World War II"
"Waco CG-3","Transport","США","World War II"
"Waco CG-4 Hadrian","Transport","США","World War II"
"Aeronca Model 65 Chief/YO-56/O-58/L-3 Grasshopper","Other","Куба","World War II"
"Auster Auster","Other","Австралия","World War II"
"Airspeed AS.10 Oxford","Other","Австралия","World War II"
"Arado Ar.79","Other","Германия (нацисты)","World War II"
"Arado Ar.96","Other","Болгария","World War II"
"Arado Ar.296/Ar.396/S.11/S.12","Other","Германия (нацисты)","World War II"
"Avro 652 Anson","Other","Австралия","World War II"
"Beech Model 17 Staggerwing/Traveller","Other","Боливия","World War II"
"Benes Mraz Be.50/Be.51 Beta Minor","Other","Германия (нацисты)","World War II"
"Benes Mraz Be.60 Bestiola","Other","Германия (нацисты)","World War II"
"Benes Mraz Be.550 Bibi","Other","Другие","World War II"
"Bestetti BN.1","Other","Другие","World War II"
"Bucker Bu.180 Student","Other","Германия (нацисты)","World War II"
"Bucker Bu.181 Bestmann","Other","Венгрия","World War II"
"Bucker Bu.182 Kornett","Other","Германия (нацисты)","World War II"
"Caproni Ca.163/Ca.164","Other","Италия (фашисты)","World War II"
"Cessna AT-8/UC-78/T-50 Bobcat","Other","Великобритания","World War II"
"Cessna AT-17","Other","Китай (националисты)","World War II"
"Cessna C-37 Airmaster","Other","Финляндия","World War II"
"Commonwealth CA-2/CA-6 Wackett Trainer","Other","Австралия","World War II"
"Curtiss AT-9 Jeep","Other","США","World War II"
"Curtiss-Wright O-52 Owl","Other","СССР/Россия","World War II"
"CVV CVV.2 Asiago","Other","Италия (Сало)","World War II"
"CVV CVV.6 Canguro","Other","Италия (Сало)","World War II"
"DAR DAR-9 Sinigir","Other","Болгария","World War II"
"de Havilland DH.82 Tiger Moth/Queen Bee","Other","Австралия","World War II"
"DFS Meise/Olympia Meise","Other","Частные","World War II"
"ERCO Ercoupe/Alon Aircoupe","Other","Частные","World War II"
"Fairchild G24 De Luxe","Other","Финляндия","World War II"
"Fairchild PT-19/PT-23/PT-26/M.62 Cornell","Other","Бразилия","World War II"
"Fairchild UC-61 Forwarder/Argus","Other","Великобритания","World War II"
"Fleet 7/10/16 Finch","Other","Китай (центральное правительство 1940-1945)","World War II"
"Fieseler Fi.156 Storch/MS.500 Criquet","Other","Австралия","World War II"
"Fieseler Fi.158","Other","Германия (нацисты)","World War II"
"Fieseler Fi.167","Other","Германия (нацисты)","World War II"
"Focke-Wulf Fw.58 Weihe","Other","Австрия","World War II"
"General Aircraft GAL.42 Cygnet","Other","Великобритания","World War II"
"Hanriot H.232","Other","Финляндия","World War II"
"Harlow PC-5","Other","Великобритания","World War II"
"Hawker Henley","Other","Великобритания","World War II"
"Henschel Hs.126","Other","Австралия","World War II"
"IAR IAR-37/IAR-38/IAR-39","Other","Румыния","World War II"
"IMAM Ro.63","Other","Италия (фашисты)","World War II"
"Kaproni-Bulgarski KB-5 Chuchuliga III","Other","Болгария","World War II"
"Kaproni-Bulgarski KB-11 Fazan","Other","Болгария","World War II"
"Kokusai Ki-76 Stella","Other","Япония","World War II"
"Kyushu K10W Oak","Other","Япония","World War II"
"Kyushu K11W Shiragiku","Other","Япония","World War II"
"Laister-Kauffman TG-4","Other","США","World War II"
"Maeda Ku-1","Other","Япония","World War II"
"Manshu Ki-79","Other","Индонезия","World War II"
"Messerschmitt Bf.108 Taifun","Other","Австрия","World War II"
"Miles M.9/M.19/M.24/M.27 Master","Other","Португалия","World War II"
"Miles M.14/M.18 Magister","Other","Австралия","World War II"
"Miles M.25 Martinet","Other","Бельгия","World War II"
"Miles M.38 Messenger","Other","Великобритания","World War II"
"Nardi FN.305","Other","Венгрия","World War II"
"North American Texan/Harvard/Wirraway/BT-9/BT-14","Other","Австралия","World War II"
"Percival P.28/30/31/34 Proctor","Other","Франция","World War II"
"Percival Q.6 Petrel","Other","Великобритания","World War II"
"Piper L-4/J-3/J-4/O-58/O-59/PA-11 Cub/Grasshopper/CAP-4 Paulistinha","Other","Великобритания","World War II"
"Rogozarski Freshman","Other","Югославия","World War II"
"Ryan PT-25","Other","США","World War II"
"SAI KZ.IV","Other","Другие","World War II"
"SAIMAN 200","Other","Италия (фашисты)","World War II"
"SAIMAN 202/204","Other","Германия (нацисты)","World War II"
"Schneider SG-38","Other","Польша","World War II"
"SEA Teziutlan","Other","Мексика","World War II"
"Siebel FH.104 Hallore","Other","Германия (нацисты)","World War II"
"Siebel Si.202 Hummel","Other","Словакия","World War II"
"Siebel Si.204/C3B","Other","Великобритания","World War II"
"Slingsby Aviation T.21","Other","Частные","World War II"
"Stearman XBT-17","Other","США","World War II"
"Stinson L-1/O-49 Vigilant","Other","США","World War II"
"Stinson L-5 Sentinel","Other","Великобритания","World War II"
"Taylorcraft L-2/O-57/TG-6 Grasshopper","Other","США","World War II"
"VL Pyry I","Other","Финляндия","World War II"
"VL Tuisku I/II","Other","Финляндия","World War II"
"VL Viima I/II","Other","Финляндия","World War II"
"Vultee BT-13/SNV/V-74 Valiant","Other","Доминиканская Республика","World War II"
"Watanabe Ki-86 Cypress","Other","Китай (рев.)","World War II"
"Westland Lysander","Other","Великобритания","World War II"
"Бериев Бе-4/КОР-2","Sea","СССР/Россия","World War II"
"Бериев МБР-2","Sea","СССР/Россия","World War II"
"Бериев МБР-7","Sea","Другие","World War II"
"Четвериков МДР-6 (Че-2)","Sea","СССР/Россия","World War II"
"Шавров Ш-2","Sea","СССР/Россия","World War II"
"Aichi E13A Jake","Sea","Таиланд","World War II"
"Aichi E16A Zuiun","Sea","Япония","World War II"
"Aichi H9A","Sea","Япония","World War II"
"Aichi M6A Seiran/Nanzan","Sea","Япония","World War II"
"Arado Ar.95","Sea","Германия (нацисты)","World War II"
"Arado Ar.196","Sea","Болгария","World War II"
"Arado Ar.199","Sea","Германия (нацисты)","World War II"
"Arado Ar.231","Sea","Германия (нацисты)","World War II"
"Blohm und Voss BV.138","Sea","Германия (нацисты)","World War II"
"Blohm und Voss BV.222 Wiking","Sea","Великобритания","World War II"
"Blohm und Voss BV.238","Sea","Германия (нацисты)","World War II"
"Boeing Model 314 Clipper","Sea","PAA","World War II"
"Consolidated PBY Catalina","Sea","Австралия","World War II"
"Consolidated PB2Y Coronado","Sea","Великобритания","World War II"
"Curtiss SC-1 Seahawk","Sea","США","World War II"
"CRDA CANT Z.501 Gabbiano","Sea","Испания (националисты)","World War II"
"CRDA CANT Z.506 Airone","Sea","Испания (националисты)","World War II"
"Dornier Do.22","Sea","Великобритания","World War II"
"Dornier Do.24","Sea","Австралия","World War II"
"Dornier Do.26","Sea","Германия (нацисты)","World War II"
"Fiat RS.14","Sea","Италия (фашисты)","World War II"
"Fokker C.XIV-w","Sea","Нидерланды","World War II"
"Fokker T.VIII","Sea","Великобритания","World War II"
"Grumman G-21 Goose","Sea","Великобритания","World War II"
"Grumman G-44 Widgeon","Sea","Великобритания","World War II"
"Heinkel He.115","Sea","Великобритания","World War II"
"Kawanishi H6K Mavis","Sea","Индонезия","World War II"
"Kawanishi H8K Emily","Sea","Япония","World War II"
"Martin JRM-1/3 Mars","Sea","США","World War II"
"Martin PBM Mariner","Sea","США","World War II"
"Northrop N-3","Sea","Великобритания","World War II"
"Rogozarski SIM-XIV","Sea","Италия (фашисты)","World War II"
"RWD RWD-22","Sea","Польша","World War II"
"Saunders-Roe S.36 Lerwick","Sea","Великобритания","World War II"
"Short S.25 Sunderland/Hythe/Sandringham","Sea","Австралия","World War II"
"Sikorsky VS-44/XPBS-1","Sea","AEA","World War II"
"Supermarine Seagull/Walrus","Sea","Аргентина","World War II"
"Supermarine Sea Otter","Sea","Великобритания","World War II"
"Vought OS2U Kingfisher","Sea","Австралия","World War II"
"Yokosuka E14Y Glen","Sea","Япония","World War II"
"Yokosuka K4Y","Sea","Япония","World War II"
"Антонов А-40/КТ","Special","СССР/Россия","World War II"
"Березняк и Исаев БИ","Special","СССР/Россия","World War II"
"Болховитинов И-1","Special","СССР/Россия","World War II"
"Гудков Гу-82","Special","СССР/Россия","World War II"
"Никитин и Шевченко ИС-1/ИС-2","Special","СССР/Россия","World War II"
"МиГ МиГ-13 (И-250)","Special","СССР/Россия","World War II"
"ХАИ Р-10","Special","СССР/Россия","World War II"
"Airspeed AS.39 Fleet Shadower","Special","СССР/Россия","World War II"
"Arado Ar.240","Special","Германия (нацисты)","World War II"
"Berlin B.9","Special","Германия (нацисты)","World War II"
"Blohm und Voss BV.141","Special","Германия (нацисты)","World War II"
"BMW Flugelrad","Special","Другие","World War II"
"Caproni N.1/CC.2","Special","Италия (фашисты)","World War II"
"Culver PQ-14","Special","США","World War II"
"Curtiss SO3C Seamew","Special","Великобритания","World War II"
"Curtiss XP-55 Ascender","Special","США","World War II"
"Daimler-Benz project F","Special","Германия (нацисты)","World War II"
"DFS 228","Special","Германия (нацисты)","World War II"
"DFS 346","Special","Германия (нацисты)","World War II"
"DFS Habicht","Special","Германия (нацисты)","World War II"
"Fiat CR.25","Special","Италия (фашисты)","World War II"
"Fieseler Fi.103/Fi.103R Reichenberg/JB-2/V-1","Special","Германия (нацисты)","World War II"
"Focke-Wulf Fw.189 Uhu","Special","Болгария","World War II"
"Gloster G.40/E.28/39 Pioneer","Special","Великобритания","World War II"
"Heinkel He.178","Special","Германия (нацисты)","World War II"
"Henschel Hs.130","Special","Германия (нацисты)","World War II"
"Hughes XP-73/XA-37/D-2/D-5/XF-11","Special","Другие","World War II"
"HVP V-2/A4","Special","Германия (нацисты)","World War II"
"Junkers Mistel","Special","Германия (нацисты)","World War II"
"Junkers Ju.388","Special","Германия (нацисты)","World War II"
"Kawasaki Ki-78","Special","Япония","World War II"
"Kokusai Ta-Go","Special","Япония","World War II"
"Kugisho MXY-3/MXY-4","Special","Япония","World War II"
"Lippisch Gleiter-Bombenfleugzeuge","Special","Германия (нацисты)","World War II"
"Lippisch P.13A/DM-1","Special","Германия (нацисты)","World War II"
"Messerschmitt Me.261","Special","Германия (нацисты)","World War II"
"Messerschmitt P.1109","Special","Германия (нацисты)","World War II"
"Miles M.39 Libellula","Special","Великобритания","World War II"
"Mitsubishi Ki-46 Dinah","Special","Китай (рев.)","World War II"
"Nakajima C6N Saiun","Special","США","World War II"
"Nakajima Ki-115 Tsurugi","Special","Япония","World War II"
"Napier-Heston J.5","Special","Другие","World War II"
"Payen Pa.22","Special","Германия (нацисты)","World War II"
"RAF Balloon Mk.VII","Special","Великобритания","World War II"
"Sack AS-6","Special","Германия (нацисты)","World War II"
"Sanger Amerika Bomber","Special","Германия (нацисты)","World War II"
"Yokosuka MXY-7 Ohka","Special","Япония","World War II"
"Камов АК","Helicopter","СССР/Россия","World War II"
"Doblhoff WNF-342","Helicopter","Другие","World War II"
"Flettner Fl.265","Helicopter","Германия (нацисты)","World War II"
"Flettner Fl.282 Kolibri","Helicopter","Германия (нацисты)","World War II"
"Flettner Fl.339","Helicopter","Германия (нацисты)","World War II"
"Focke-Achgelis Fa.223 Drache","Helicopter","Германия (нацисты)","World War II"
"Focke-Achgelis Fa.225","Helicopter","Германия (нацисты)","World War II"
"Focke-Achgelis Fa.330 Bachstelze","Helicopter","Германия (нацисты)","World War II"
"Kayaba Ka-1/Ka-2","Helicopter","Япония","World War II"
"Kellet KD-1/YG-1X/O-60/XR-2/XR-3","Helicopter","США","World War II"
"Sikorsky S-47/S-48/S-49/R-4/R-6/VS-300 Hoverfly","Helicopter","США","World War II"
"Алексеев И-211/И-215","Fighter","СССР/Россия","Cold War"
"Антонов Э-153 ""Маша""","Fighter","СССР/Россия","Cold War"
"Лавочкин Ла-9/Ла-11","Fighter","Китай (КНР)","Cold War"
"Лавочкин Ла-15","Fighter","СССР/Россия","Cold War"
"Лавочкин Ла-150","Fighter","СССР/Россия","Cold War"
"Лавочкин Ла-152/Ла-154/Ла-156","Fighter","СССР/Россия","Cold War"
"Лавочкин Ла-174","Fighter","СССР/Россия","Cold War"
"Лавочкин Ла-200","Fighter","СССР/Россия","Cold War"
"Лавочкин Ла-250","Fighter","СССР/Россия","Cold War"
"МиГ И-3/И-3П/И-3У/И-7/И-7К/И-7У/И-75 (И-380/И-410/И-420)","Fighter","СССР/Россия","Cold War"
"МиГ И-270 (Ж)","Fighter","СССР/Россия","Cold War"
"МиГ МиГ-9","Fighter","Китай (КНР)","Cold War"
"МиГ МиГ-15/J-2/Lim-1/Lim-2","Fighter","Албания","Cold War"
"МиГ МиГ-17/J-5/Lim-5/Lim-6","Fighter","Албания","Cold War"
"МиГ МиГ-19/J-6","Fighter","Албания","Cold War"
"МиГ МиГ-21/J-7","Fighter","Албания","Cold War"
"МиГ МиГ-23","Fighter","Алжир","Cold War"
"МиГ МиГ-25","Fighter","Алжир","Cold War"
"Сухой Су-9/Су-11/Су-13 (изделие К/ЛК)","Fighter","СССР/Россия","Cold War"
"Сухой Су-15 (изделие П)","Fighter","СССР/Россия","Cold War"
"Сухой Су-17 (изделие Р)","Fighter","СССР/Россия","Cold War"
"Сухой Су-7","Fighter","СССР/Россия","Cold War"
"Сухой Су-9/Су-11","Fighter","СССР/Россия","Cold War"
"Сухой Су-15","Fighter","СССР/Россия","Cold War"
"Сухой Т-3/Т-37","Fighter","Другие","Cold War"
"Туполев Ту-28/Ту-128","Fighter","СССР/Россия","Cold War"
"Яковлев Як-15/Як-21","Fighter","СССР/Россия","Cold War"
"Яковлев Як-17","Fighter","Болгария","Cold War"
"Яковлев Як-19","Fighter","СССР/Россия","Cold War"
"Яковлев Як-23","Fighter","Болгария","Cold War"
"Яковлев Як-25 (первый)","Fighter","СССР/Россия","Cold War"
"Яковлев Як-25 (второй)","Fighter","СССР/Россия","Cold War"
"Яковлев Як-50 (первый)","Fighter","СССР/Россия","Cold War"
"l'Arsenal VB-10","Fighter","Франция","Cold War"
"Atlas Cheetah","Fighter","Южная Африка","Cold War"
"Avia S.199","Fighter","Израиль","Cold War"
"Avro Canada CF-100 Canuck","Fighter","Бельгия","Cold War"
"Avro Canada CF-105 Arrow","Fighter","Канада","Cold War"
"Chance Vought XF5U Flying PanCake","Fighter","США","Cold War"
"Chance Vought F6U Pirate","Fighter","США","Cold War"
"Chance Vought F7U Cutlass","Fighter","США","Cold War"
"Commonwealth CA-15 Kangaroo","Fighter","Австралия","Cold War"
"Convair XP-81","Fighter","США","Cold War"
"Convair F2Y/F-7 Sea Dart","Fighter","США","Cold War"
"Convair F-102 Delta Dagger","Fighter","Греция","Cold War"
"Convair F-106 Delta Dart","Fighter","США","Cold War"
"Curtiss XF-87 Blackhawk","Fighter","США","Cold War"
"Dassault MD.450 Ouragan","Fighter","Израиль","Cold War"
"Dassault MD.452/MD.454 Mystere II/IV","Fighter","Израиль","Cold War"
"Dassault Super Mystere","Fighter","Гондурас","Cold War"
"Dassault Mirage III","Fighter","Австралия","Cold War"
"Dassault Mirage 5/50/Milan","Fighter","Аргентина","Cold War"
"Dassault Mirage F.1","Fighter","Габон","Cold War"
"de Havilland DH.100/DH.113/DH.115 Vampire","Fighter","Австралия","Cold War"
"de Havilland DH.103 Hornet","Fighter","Великобритания","Cold War"
"de Havilland DH.110 Sea Vixen","Fighter","Великобритания","Cold War"
"de Havilland DH.112 Venom","Fighter","Великобритания","Cold War"
"Douglas F3D/F-10 Skyknight","Fighter","США","Cold War"
"Douglas F4D/F-6 Skyray","Fighter","США","Cold War"
"Douglas F5D Skylancer","Fighter","Другие","Cold War"
"English Electric Lightning","Fighter","Великобритания","Cold War"
"FMA IAe.27/IAe.33 Pulqui I/II","Fighter","Аргентина","Cold War"
"Folland Gnat","Fighter","Великобритания","Cold War"
"Gloster CXP-1001","Fighter","Великобритания","Cold War"
"Gloster Javelin","Fighter","Великобритания","Cold War"
"Gloster Meteor","Fighter","Австралия","Cold War"
"Grumman F7F Tigercat","Fighter","США","Cold War"
"Grumman F8F Bearcat","Fighter","США","Cold War"
"Grumman F9F Panther/Cougar","Fighter","Аргентина","Cold War"
"Grumman F10F Jaguar","Fighter","США","Cold War"
"Grumman F11F Tiger","Fighter","США","Cold War"
"HAL Ajeet","Fighter","Индия","Cold War"
"Hawker Hunter","Fighter","Бельгия","Cold War"
"Hawker Sea Fury","Fighter","Австралия","Cold War"
"Hawker Sea Hawk","Fighter","Великобритания","Cold War"
"Helwan HA-300/P-300","Fighter","Египет (ОАР)","Cold War"
"Hispano HA-1109/1112 Buchon","Fighter","Испания","Cold War"
"IAI Kfir/F-21 Lion","Fighter","Израиль","Cold War"
"IAI Nesher/Dagger/Finger","Fighter","Аргентина","Cold War"
"Ikarus S-49","Fighter","Югославия","Cold War"
"Lockheed F-80/P-80 Shooting Star","Fighter","Бразилия","Cold War"
"Lockheed F-94 Starfire","Fighter","США","Cold War"
"Lockheed F-104 Starfighter","Fighter","Бельгия","Cold War"
"Mc.Donnell FH-1 Phantom","Fighter","США","Cold War"
"Mc.Donnell F2H Banshee","Fighter","Канада","Cold War"
"Mc.Donnell F-85 Goblin","Fighter","США","Cold War"
"Mc.Donnell F-101 Voodoo","Fighter","Канада","Cold War"
"Mc.Donnell Douglas F3H Demon","Fighter","США","Cold War"
"Mc.Donnell Douglas F-4 Phantom 2","Fighter","Австралия","Cold War"
"Mitsubishi F-1","Fighter","Япония","Cold War"
"North American P-82/F-82 Twin Mustang","Fighter","США","Cold War"
"North American F-86A/E/F/H Sabre","Fighter","Австралия","Cold War"
"North American F-86D/K/L/F-95A Sabre Dog","Fighter","Венесуэла","Cold War"
"North American FJ-1/FJ-2/FJ-3/FJ-4 Fury","Fighter","США","Cold War"
"North American F-93","Fighter","США","Cold War"
"North American F-100 Super Sabre","Fighter","Дания","Cold War"
"North American F-107 Super Super Sabre","Fighter","США","Cold War"
"Northrop F-5A/B/C Freedom Fighter","Fighter","Ботсвана","Cold War"
"Northrop F-5E/F/G/F-20 Tiger 2/Tigershark","Fighter","Австрия","Cold War"
"Northrop F-89 Scorpion","Fighter","США","Cold War"
"Republic F-84A/B/C/D/E/G Thunderjet","Fighter","Бельгия","Cold War"
"Republic F-84F Thunderstreak","Fighter","Бельгия","Cold War"
"Republic XF-84H Thunderscreech","Fighter","США","Cold War"
"Republic F-91 Thundeceptor","Fighter","США","Cold War"
"Republic F-103 Thunderwarrior","Fighter","США","Cold War"
"Republic F-105 Thunderchief","Fighter","США","Cold War"
"SAAB J.29 Tunnan","Fighter","Австрия","Cold War"
"SAAB J.32 Lansen","Fighter","Швеция","Cold War"
"SAAB J.35 Draken","Fighter","Австрия","Cold War"
"SAAB J.37 Viggen","Fighter","Швеция","Cold War"
"Saunders-Roe SR.53","Fighter","Великобритания","Cold War"
"Saunders-Roe SR.177","Fighter","Великобритания","Cold War"
"Saunders-Roe SR.A/1","Fighter","Великобритания","Cold War"
"SEPECAT Jaguar","Fighter","Великобритания","Cold War"
"Sud-Est SE.201/202/203/204 Aquilon","Fighter","Франция","Cold War"
"Sud-Ouest SO.4000/4050 Vautour I/II","Fighter","Израиль","Cold War"
"Sud-Ouest SO.6020/6025 Espdon","Fighter","Другие","Cold War"
"Supermarine Attacker","Fighter","Великобритания","Cold War"
"Supermarine Scimitar","Fighter","Великобритания","Cold War"
"Supermarine Swift","Fighter","Великобритания","Cold War"
"Vought F8U/F-8 Crusader","Fighter","США","Cold War"
"Ильюшин Ил-22","Bomber","СССР/Россия","Cold War"
"Ильюшин Ил-28/H-5","Bomber","Албания","Cold War"
"Ильюшин Ил-30","Bomber","СССР/Россия","Cold War"
"Ильюшин Ил-46","Bomber","СССР/Россия","Cold War"
"Ильюшин Ил-54","Bomber","СССР/Россия","Cold War"
"Мясищев 3М/М-4/ВМ-Т","Bomber","СССР/Россия","Cold War"
"Мясищев М-50/М-52","Bomber","СССР/Россия","Cold War"
"Сухой Т-4 (100)","Bomber","СССР/Россия","Cold War"
"Туполев Ту-4","Bomber","Китай (КНР)","Cold War"
"Туполев Ту-14/Ту-73/Ту-82","Bomber","СССР/Россия","Cold War"
"Туполев Ту-16/H-6","Bomber","Египет (ОАР)","Cold War"
"Туполев Ту-22Б/К","Bomber","Ирак","Cold War"
"Туполев Ту-85","Bomber","СССР/Россия","Cold War"
"Туполев Ту-91 Бычок","Bomber","СССР/Россия","Cold War"
"Туполев Ту-95/Ту-142","Bomber","СССР/Россия","Cold War"
"Туполев Ту-98","Bomber","СССР/Россия","Cold War"
"Яковлев Як-26","Bomber","СССР/Россия","Cold War"
"Яковлев Як-28","Bomber","СССР/Россия","Cold War"
"Avro 694 Lincoln","Bomber","Австралия","Cold War"
"Avro 698 Vulcan","Bomber","Великобритания","Cold War"
"BAC TSR.2","Bomber","Великобритания","Cold War"
"Boeing B-47 Stratojet","Bomber","США","Cold War"
"Boeing B-52 Stratofortress","Bomber","США","Cold War"
"Bristol Brigand","Bomber","Великобритания","Cold War"
"Convair B-36 Peacemaker","Bomber","США","Cold War"
"Convair B-58 Hustler","Bomber","США","Cold War"
"Convair XAB-1 BETA-1","Bomber","США","Cold War"
"Dassault Mirage IV","Bomber","Франция","Cold War"
"Douglas A-3 Skywarrior","Bomber","США","Cold War"
"Douglas B-66 Destroyer","Bomber","США","Cold War"
"English Electric Canberra/B-57","Bomber","Австралия","Cold War"
"General Dynamics F-111/EF-111 Aardvark/Raven","Bomber","Австралия","Cold War"
"Handley Page HP.80 Victor","Bomber","Великобритания","Cold War"
"Martin XB-51","Bomber","США","Cold War"
"Lockheed CL-292","Bomber","США","Cold War"
"North American AJ-1/AJ-2/A-2 Savage","Bomber","США","Cold War"
"North American A-5/RA-5 Vigilante","Bomber","США","Cold War"
"North American B-45 Tornado","Bomber","США","Cold War"
"North American B-70 Valkyrie","Bomber","США","Cold War"
"Northrop YB-35/YB-49 Flying Wing","Bomber","США","Cold War"
"Vickers Valiant","Bomber","Великобритания","Cold War"
"Ильюшин Ил-20","Attack","Другие","Cold War"
"Ильюшин Ил-40/Ил-102","Attack","СССР/Россия","Cold War"
"МиГ МиГ-27","Attack","СССР/Россия","Cold War"
"Сухой Су-7Б","Attack","Алжир","Cold War"
"Сухой Су-17/Су-20/Су-22","Attack","Азербайджан","Cold War"
"Яковлев Як-36/Як-38","Attack","СССР/Россия","Cold War"
"Aermacchi MB.326/Impala/AT-26 Xavante","Attack","Австралия","Cold War"
"Aero L-29 Delfin/Maya","Attack","Болгария","Cold War"
"Aero L-39/L-59 Albatros","Attack","Абхазия","Cold War"
"BAe Harrier/Sea Harrier/AV-8/Matador","Attack","Великобритания","Cold War"
"Blackburn B-37 Firebrand","Attack","Великобритания","Cold War"
"Blackburn B-48 Firecrest","Attack","Великобритания","Cold War"
"Blackburn B-103 Buccaneer","Attack","Великобритания","Cold War"
"Canadair CL-41/CT-114 Tutor/Tebuan","Attack","Канада","Cold War"
"Cessna A-37/T-37 Dragonfly","Attack","Вьетнам (Южный)","Cold War"
"Dassault Etendard IV/Super Etendard","Attack","Аргентина","Cold War"
"Douglas AD/A-1 Skyraider","Attack","Великобритания","Cold War"
"Douglas A2D Skyshark","Attack","США","Cold War"
"Douglas A-4 Skyhawk","Attack","Австралия","Cold War"
"FFA P-16","Attack","Швейцария","Cold War"
"Fiat G.91","Attack","Германия (Западная/ФРГ)","Cold War"
"FMA IAe.30 Nancu","Attack","Аргентина","Cold War"
"FMA IA-58 Pucara","Attack","Аргентина","Cold War"
"Grumman AF-2/AF-3 Guardian","Attack","США","Cold War"
"Grumman A-6 Intruder","Attack","США","Cold War"
"HAL HJT-16 Kiran","Attack","Индия","Cold War"
"HAL HF-24 Marut","Attack","Индия","Cold War"
"Hispano HA-200/HA-220 Saeta/Super Saeta","Attack","Египет (ОАР)","Cold War"
"Hunting P.84/P.88 Jet Provost/BAC.147 Strikemaster","Attack","Великобритания","Cold War"
"LIPNUR X-01/NU-200 Sikumbang","Attack","Индонезия","Cold War"
"Martin AM-1/BTM Mauler","Attack","США","Cold War"
"Nanchang Q-5/A-5 Fantan","Attack","Бангладеш","Cold War"
"North American OV-10 Bronco","Attack","Венесуэла","Cold War"
"North American T-28 Trojan/Fennec","Attack","Аргентина","Cold War"
"Northrop A-9/YA-9","Attack","США","Cold War"
"SAAB 105/Sk.60","Attack","Австрия","Cold War"
"SIAI-Marchetti SF.260","Attack","Бельгия","Cold War"
"Soko G-2 Galeb/J-21 Jastreb","Attack","Босния (Республика Сербская)","Cold War"
"Soko J-20/P-2 Kraguj","Attack","Хорватия","Cold War"
"Vought A-7 Corsair 2","Attack","Греция","Cold War"
"Westland Wyvern","Attack","Великобритания","Cold War"
"Антонов ДТ-5/8","Transport","СССР/Россия","Cold War"
"Антонов Ан-2/Ан-3/C-5/Y-5 Colt","Transport","Албания","Cold War"
"Антонов Ан-8","Transport","СССР/Россия","Cold War"
"Антонов Ан-10/Ан-12","Transport","Алжир","Cold War"
"Антонов Ан-14/Ан-28 Пчелка","Transport","Германия (ГДР)","Cold War"
"Антонов Ан-22 Антей","Transport","СССР/Россия","Cold War"
"Антонов Ан-24/Ан-26/Y-7","Transport","Афганистан","Cold War"
"Антонов Самолет ""Р""","Transport","СССР/Россия","Cold War"
"Антонов СКВ","Transport","СССР/Россия","Cold War"
"Бериев Бе-30/Бе-32","Transport","Другие","Cold War"
"Ильюшин Ил-12","Transport","Китай (КНР)","Cold War"
"Ильюшин Ил-14","Transport","Афганистан","Cold War"
"Ильюшин Ил-18 (первый)","Transport","Другие","Cold War"
"Ильюшин Ил-18","Transport","Алжир","Cold War"
"Ильюшин Ил-62","Transport","TAAG Angola Airlines","Cold War"
"Туполев Ту-70/Ту-75","Transport","Другие","Cold War"
"Туполев Ту-104/Ту-107","Transport","СССР/Россия","Cold War"
"Туполев Ту-114","Transport","Interflug","Cold War"
"Туполев Ту-124","Transport","Германия (ГДР)","Cold War"
"Туполев Ту-134/Ту-135","Transport","Венгрия","Cold War"
"Туполев Ту-144","Transport","Аэрофлот","Cold War"
"Туполев Ту-154","Transport","Германия (Западная/ФРГ)","Cold War"
"Яковлев Як-14","Transport","СССР/Россия","Cold War"
"Яковлев Як-40","Transport","Ангола","Cold War"
"Aeritalia G-222/C-27 Spartan","Transport","Аргентина","Cold War"
"Aero Design 500/520/560/680/690/720/L-26/U-4/U-9 Commander","Transport","Вьетнам (Южный)","Cold War"
"Aerospatiale Concorde","Transport","British Airways","Cold War"
"Aerospatiale SC.601 Corvette","Transport","Air Alsace","Cold War"
"Airbus A-300","Transport","European Air Transport","Cold War"
"Armstrong Whitworth Agrosy","Transport","Великобритания","Cold War"
"ATL ATL.90 Accountant","Transport","Другие","Cold War"
"ATL ATL.98 Carvair","Transport","Ansett Australia","Cold War"
"Atlas C-4M Kudu","Transport","Южная Африка","Cold War"
"BAC 111 One-Eleven","Transport","Оман","Cold War"
"Blackburn B-101 Beverley","Transport","Великобритания","Cold War"
"Boeing Model 367/377/C-97 Stratocruiser","Transport","Израиль","Cold War"
"Boeing Model 707/C-18","Transport","Австралия","Cold War"
"Boeing Model 717/C-135/KC-135","Transport","США","Cold War"
"Boeing Model 720","Transport","Monarch","Cold War"
"Boeing Model 727/C-22","Transport","США","Cold War"
"Boeing Model 737/T-43 Bobcat/C-40 Clipper","Transport","Бразилия","Cold War"
"Boeing Model 747","Transport","США","Cold War"
